postalcode,street,lat,lng,price,area,volume,floors,year_build,has_garden,type,photos,rooms,distance,formatted,name,housenumber,street.1,postcode,district,suburb,city,state,country
1013 AK Amsterdam,Bouwnummer 116 (Bouwnr. 116),52.3877,4.8839,1107250,219,953,3,2019,1,woonhuis,2,3,22.60058054,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands
1079 BN Amsterdam,Uiterwaardenstraat 9 -III,52.3423,4.9036,369000,56,177,1,1934,1,appartement,28,3,7.649499795,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",,23-3,Zomerdijkstraat,1079WZ,Zuid,Rijnbuurt,Amsterdam,North Holland,Netherlands
1053 SV Amsterdam,Jan Hanzenstraat 108 /III,52.3668,4.8681,185000,30,93,3,1906,0,appartement,22,1,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands
1031 KB Amsterdam,Spadinalaan 64,52.3888,4.9062,519500,87,295,1,2010,0,appartement,16,2,17.84896931,"Ranonkelkade 24N, 1031 XS Amsterdam, Netherlands",,24N,Ranonkelkade,1031XS,Noord,Buiksloterham,Amsterdam,North Holland,Netherlands
1071 VN Amsterdam,Cornelis Anthoniszstraat 11 II,52.3552,4.8789,395000,53,175,1,1899,0,appartement,21,3,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1107 VE Amsterdam,Snodenhoekpark 2,52.2932,4.9803,235000,104,337,2,1981,1,woonhuis,23,4,5.755793401,"Sliedrechtstraat, 1107 JR Amsterdam, Netherlands",Sliedrechtstraat,,Sliedrechtstraat,1107JR,,Gein,Amsterdam,North Holland,Netherlands
1012 RN Amsterdam,Wijdesteeg 3 K,52.3735,4.8951,604840,77,250,4,1906,0,appartement,25,2,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
1019 TB Amsterdam,J.F. van Hengelstraat 37,52.3733,4.9391,475000,101,318,2,1998,1,appartement,36,4,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1013 LM Amsterdam,Prinseneiland 93 *,52.3877,4.8839,2850000,660,2000,5,1906,0,woonhuis,40,14,22.60058054,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands
1051 GJ Amsterdam,Bentinckstraat 97 2,52.3818,4.8717,225000,38,128,1,1906,0,appartement,26,2,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1013 PD Amsterdam,Dirk Hartoghstraat 83,52.3877,4.8839,225000,47,151,5,1879,0,appartement,24,2,22.60058054,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands
1071 LD Amsterdam,Palestrinastraat 15 BOVEN,52.3552,4.8789,1100000,164,575,2,1906,1,appartement,41,4,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1051 TZ Amsterdam,Joan Melchior Kemperstraat 138 -3,52.3818,4.8717,500000,106,300,2,1906,0,appartement,25,4,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1074 EJ Amsterdam,Kuipersstraat 81,52.3539,4.9042,625000,97,358,1,1936,1,appartement,14,3,2.078957468,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",,63-H,Kuipersstraat,1074EG,Zuid,Nieuwe Pijp,Amsterdam,North Holland,Netherlands
1078 AC Amsterdam,Amstelkade 19 I,52.3464,4.8977,350000,63,168,1,1922,0,appartement,32,3,11.34464554,"Churchill-laan 75D, 1078 DJ Amsterdam, Netherlands",,75D,Churchill-laan,1078DJ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1087 EN Amsterdam,IJburglaan 991,52.3539,5.0005,325000,95,330,1,2007,0,appartement,29,5,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1018 TT Amsterdam,Plantage Muidergracht 151 hs,52.3676,4.9184,1450000,202,600,2,1890,1,appartement,20,6,4.080374033,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1018 AV Amsterdam,Sarphatistraat 562,52.3676,4.9184,545000,78,283,1,1906,1,appartement,13,3,4.080374033,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1059 AB Amsterdam,Aalsmeerweg 29 -hs,52.3488,4.8468,895000,150,487,1,1928,1,appartement,37,5,7.424910889,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands
1066 SL Amsterdam,Berlaarstraat 64,52.346,4.8163,315000,100,300,2,1994,1,woonhuis,27,4,2.708019666,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands
1024 AK Amsterdam,Jisperveldstraat 183,52.3939,4.9547,35000,0,0,1,0,0,parkeergelegenheid,7,1,5.346782838,"Zandvoortstraat 70, 1024 WE Amsterdam, Netherlands",,70,Zandvoortstraat,1024WE,Noord,Waterlandpleinbuurt,Amsterdam,North Holland,Netherlands
1102 XH Amsterdam,Charlotte Bront̩straat 138,52.3166,4.9517,175000,73,232,1,1983,0,appartement,17,3,49.79663638,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands
1019 LG Amsterdam,KNSM-laan 461,52.3733,4.9391,500000,101,305,1,1996,0,appartement,44,4,5.763955155,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands
1017 JH Amsterdam,Prinsengracht 1099 hs,52.363,4.8924,2180000,238,742,3,1688,1,appartement,48,6,0.613385294,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1066 NV Amsterdam,Turnhoutplantsoen 60,52.346,4.8163,339000,113,328,3,1992,1,woonhuis,24,5,2.708019666,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands
1094 GC Amsterdam,Madurastraat 5 -C,52.3626,4.936,250000,54,150,5,1985,0,appartement,16,3,22.68397045,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",,69,Sumatrastraat,1094LR,Oost,Indische Buurt West,Amsterdam,North Holland,Netherlands
1066 DJ Amsterdam,Ringvaartdijk 94,52.346,4.8163,579000,0,0,1,0,0,onbekend,1,1,2.708019666,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands
1025 CW Amsterdam,Dijkwater 207,52.399,4.9361,189000,0,0,1,0,0,onbekend,1,1,12.75019992,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",,124,Buikslotermeerplein,1025EX,Noord,Noord,Amsterdam,North Holland,Netherlands
1097 PS Amsterdam,Fahrenheitstraat 40,52.3465,4.9301,700000,152,529,3,1905,1,woonhuis,29,8,2.796740279,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands
1094 EM Amsterdam,Celebesstraat 33 I,52.3626,4.936,275000,61,213,5,1906,0,appartement,17,2,22.68397045,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",,69,Sumatrastraat,1094LR,Oost,Indische Buurt West,Amsterdam,North Holland,Netherlands
1087 GZ Amsterdam,Sanne Sanneshof 4,52.3539,5.0005,279000,76,197,1,2004,0,appartement,17,3,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1072 RA Amsterdam,Avercampstraat 29,52.3535,4.8902,290000,43,115,5,1986,0,appartement,10,2,4.56624317,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands
1079 LL Amsterdam,Amsteldijk 280,52.3423,4.9036,2000000,400,1200,1,2017,1,woonhuis,11,8,7.649499795,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",,23-3,Zomerdijkstraat,1079WZ,Zuid,Rijnbuurt,Amsterdam,North Holland,Netherlands
1052 XX Amsterdam,Frederik Hendrikplantsoen 86 -3,52.377,4.874,850000,182,640,2,1906,0,appartement,34,8,2.189558787,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands
1011 CP Amsterdam,Nieuwe Ridderstraat 12,52.371,4.9041,750000,121,327,3,1906,0,woonhuis,10,4,0.935823345,"Keizersbrug, 1011 KV Amsterdam, Netherlands",Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands
1055 BA Amsterdam,Lanseloetstraat 3 -I,52.3802,4.8524,225000,56,190,1,1931,0,appartement,29,3,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1097 ZK Amsterdam,Onderlangs 28,52.3465,4.9301,235000,52,156,1,1906,1,appartement,27,3,2.796740279,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands
1017 JZ Amsterdam,Prinsengracht 763,52.363,4.8924,2550000,172,516,1,1960,0,appartement,14,3,0.613385294,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1077 VD Amsterdam,Holbeinstraat 2 2,52.346,4.8738,1395000,210,681,3,1932,0,appartement,37,5,8.308924964,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1018 NX Amsterdam,Czaar Peterstraat 37 E,52.3676,4.9184,175000,29,75,4,1971,0,appartement,23,1,4.080374033,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1063 ZK Amsterdam,Lex Althoffstraat 3 3,52.3814,4.8259,199000,62,216,5,1953,0,appartement,18,2,2.595441168,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands
1033 ZT Amsterdam,Mandenmakerspad 1,52.4092,4.8902,300000,98,324,3,1989,1,woonhuis,23,4,5.173699461,"Kometensingel 617, 1033 BT Amsterdam, Netherlands",,617,Kometensingel,1033BT,Noord,Tuindorp Oostzaan,Amsterdam,North Holland,Netherlands
1012 ZK Amsterdam,Blaeustraat 7,52.3735,4.8951,350000,56,136,1,1990,1,appartement,17,2,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
1069 TS Amsterdam,Langswater 180,52.3556,4.7907,149500,60,167,13,1965,0,appartement,10,3,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1011 MJ Amsterdam,Valkenburgerstraat,52.371,4.9041,50000,0,0,1,0,0,parkeergelegenheid,6,1,0.935823345,"Keizersbrug, 1011 KV Amsterdam, Netherlands",Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands
1069 EC Amsterdam,Langswater 379,52.3556,4.7907,175000,72,238,1,1969,0,appartement,23,3,25.49378508,"Langswater 384, 1069 EC Amsterdam, Netherlands",,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands
1018 BH Amsterdam,Hoogte Kadijk 127 C,52.3676,4.9184,295000,55,171,1,1905,0,appartement,22,2,4.080374033,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1013 NE Amsterdam,Westzaanstraat 67 B,52.3877,4.8839,285000,69,220,1,1982,0,appartement,20,3,22.60058054,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands
1076 CK Amsterdam,Stadionplein 89 HS,52.3455,4.8607,650000,157,554,4,1931,0,appartement,29,4,10.92988935,"Stadionweg 227-1, 1076 NT Amsterdam, Netherlands",,227-1,Stadionweg,1076NT,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1093 HL Amsterdam,Reinwardtstraat 64,52.3618,4.928,300000,70,230,1,1987,0,appartement,15,3,0,"Dappermarkt, Tweede van Swindenstraat, 1093 GS Amsterdam, Netherlands",Dappermarkt,,Tweede van Swindenstraat,1093GS,,Oost,Amsterdam,North Holland,Netherlands
1063 GM Amsterdam,Jacob Melkmanstraat 6,52.3814,4.8259,268800,100,300,1,1945,1,woonhuis,25,4,2.595441168,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands
1015 JP Amsterdam,Goudsbloemstraat 32,52.3784,4.8836,985000,205,645,5,1906,0,woonhuis,31,6,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1058 LL Amsterdam,Bennebroekstraat 8 hs,52.3579,4.851,650000,110,336,2,1906,1,appartement,33,4,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1060 TV Amsterdam,Pieter Calandlaan 514,52.3491,4.7835,249000,96,300,1,1998,0,appartement,21,4,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1018 CT Amsterdam,Henri Polaklaan 40 C*,52.3676,4.9184,2350000,372,800,5,1914,1,appartement,22,10,4.080374033,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",,4,Entrepotdoksluis,1018AW,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1012 BG Amsterdam,Molensteeg 16 B+C,52.3735,4.8951,598000,116,357,3,1906,0,appartement,36,5,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
1060 ST Amsterdam,Escudolaan 50,52.3491,4.7835,499000,168,605,4,1998,1,woonhuis,36,5,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1023 AJ Amsterdam,Schermerstraat 40,52.3899,4.947,230000,54,235,2,1927,1,woonhuis,29,3,11.81350109,"Oudorperstraat 17-1, 1023 SR Amsterdam, Netherlands",,17-1,Oudorperstraat,1023SR,Noord,Tuindorp Nieuwendam,Amsterdam,North Holland,Netherlands
1077 CK Amsterdam,Olympiaplein 23 hs,52.346,4.8738,1250000,178,458,2,1928,1,appartement,32,6,8.308924964,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1086 ZJ Amsterdam,IJburglaan 409,52.3628,4.9819,699000,156,420,3,2010,1,woonhuis,41,5,0.535708752,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands
1102 TH Amsterdam,Boeninlaan 71,52.3166,4.9517,107000,37,109,1,1984,0,appartement,8,2,49.79663638,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands
1046 Amsterdam,Limmerick Garagebox/Opslag,52.3915,4.7847,16250,0,0,1,0,0,parkeergelegenheid,7,1,64.44927235,"Portsmuiden 4, 1046 AJ Amsterdam, Netherlands",,4,Portsmuiden,1046AJ,Nieuw-West,Bedrijventerrein Sloterdijk,Amsterdam,North Holland,Netherlands
1071 MD Amsterdam,Valeriusstraat 41 2,52.3552,4.8789,899000,143,522,2,1906,0,appartement,33,7,19.59376221,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands
1058 CE Amsterdam,Van Walbeeckstraat 5 -hs,52.3579,4.851,335000,73,204,1,1906,1,appartement,18,2,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1015 PK Amsterdam,Tuinstraat 226,52.3784,4.8836,975000,126,400,4,1906,1,woonhuis,23,5,11.71573516,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands
1096 AK Amsterdam,State Amsterdam,52.3387,4.9197,340816,64,166,1,2019,0,appartement,6,2,0.99544101,"Amstelvlietstraat 408, 1096 GG Amsterdam, Netherlands",,408,Amstelvlietstraat,1096GG,Oost,De Omval,Amsterdam,North Holland,Netherlands
1016 AA Amsterdam,Singel 204 F,52.3709,4.8816,350000,47,150,1,1925,0,appartement,11,1,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1055 RZ Amsterdam,Nieuwpoortstraat 86 A8,52.3802,4.8524,410000,83,294,1,2017,0,appartement,20,2,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1053 GD Amsterdam,Kinkerstraat 332 II,52.3668,4.8681,200000,28,91,1,1899,0,appartement,23,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands
1097 HM Amsterdam,Bertrand Russellstraat 110,52.3465,4.9301,395000,104,323,2,1991,0,appartement,19,4,2.796740279,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands
1095 CH Amsterdam,Javaplein 5 II,52.3666,4.952,225000,46,158,1,1915,0,appartement,13,2,6.439024134,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",,585,Zeeburgerdijk,1095AE,Oost,Indische Buurt Oost,Amsterdam,North Holland,Netherlands
1011 AJ Amsterdam,Prins Hendrikkade 105 -huis,52.371,4.9041,1195000,219,927,2,1630,1,appartement,26,6,0.935823345,"Keizersbrug, 1011 KV Amsterdam, Netherlands",Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands
1056 GM Amsterdam,Admiraal De Ruijterweg 66 -1,52.3732,4.856,350000,76,225,1,1906,0,appartement,16,3,25.67499874,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands
1016 CK Amsterdam,Leidsegracht 2,52.3709,4.8816,1600000,183,500,5,1906,0,woonhuis,46,6,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands
1011 CP Amsterdam,Nieuwe Ridderstraat 10,52.371,4.9041,885000,141,381,3,1906,0,woonhuis,12,4,0.935823345,"Keizersbrug, 1011 KV Amsterdam, Netherlands",Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands
1055 BN Amsterdam,Sanderijnstraat 29 hs,52.3802,4.8524,295000,68,253,4,1931,0,appartement,21,3,1.768098137,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands
1021 NG Amsterdam,Smederij 44,52.3846,4.9172,175000,42,135,1,1984,0,appartement,35,2,29.55785696,"Meeuwenlaan 143, 1021 JA Amsterdam, Netherlands",,143,Meeuwenlaan,1021JA,Noord,IJplein/Vogelbuurt,Amsterdam,North Holland,Netherlands
1051 JJ Amsterdam,Schaepmanstraat 244 -1,52.3818,4.8717,215000,38,126,1,1906,0,appartement,12,2,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1087 LC Amsterdam,Johan Huijsenstraat 34,52.3539,5.0005,285000,82,261,1,2001,0,appartement,20,3,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1011 TC Amsterdam,Prins Hendrikkade 172 H,52.371,4.9041,850000,147,521,1,1906,0,appartement,22,4,0.935823345,"Keizersbrug, 1011 KV Amsterdam, Netherlands",Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands
1013 BX Amsterdam,Westerdoksdijk 645,52.3877,4.8839,1200000,145,450,1,2009,0,appartement,29,4,22.60058054,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands
1091 Amsterdam,Marcusstraat,52.3556,4.9135,5000,0,0,1,0,0,parkeergelegenheid,7,1,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1095 DW Amsterdam,Th. K. van Lohuizenlaan 232,52.3666,4.952,325000,76,195,1,2004,0,appartement,26,3,6.439024134,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",,585,Zeeburgerdijk,1095AE,Oost,Indische Buurt Oost,Amsterdam,North Holland,Netherlands
1103 JT Amsterdam,Bijlmerdreef 1022,52.3231,4.9722,184000,114,295,2,2006,0,appartement,19,4,12.54845222,"Harriet Freezerstraat 113, 1103 JP Amsterdam, Netherlands",,113,Harriet Freezerstraat,1103JP,Zuidoost,Bijlmer Oost,Amsterdam,North Holland,Netherlands
1060 RG Amsterdam,Ladogameerhof 310,52.3491,4.7835,265000,90,335,1,2003,1,appartement,24,3,2.700931735,"De Alpen, 1060 PH Amsterdam, Netherlands",De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands
1051 JC Amsterdam,Schaepmanstraat 3 I,52.3818,4.8717,239000,57,187,1,1937,0,appartement,22,3,4.222585483,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands
1058 GX Amsterdam,Antillenstraat 19 1,52.3579,4.851,330000,64,190,1,1930,0,appartement,21,2,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1052 AA Amsterdam,De Wittenkade 17 2a,52.377,4.874,175000,34,90,3,1900,0,appartement,12,2,2.189558787,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands
1087 EK Amsterdam,Maria Austriastraat 83,52.3539,5.0005,265000,79,235,1,2008,0,appartement,25,2,14.54762257,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands
1091 PW Amsterdam,Afrikanerplein 76,52.3556,4.9135,300000,68,225,1,1930,1,appartement,28,3,5.562369844,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",,11E,Derde Oosterparkstraat,1091JS,Oost,Oost,Amsterdam,North Holland,Netherlands
1082 EC Amsterdam,Kastelenstraat 137 I,52.3311,4.8742,319000,84,278,1,1960,0,appartement,26,4,14.77331069,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands
1012 BS Amsterdam,Bloedstraat 17 B,52.3735,4.8951,265000,44,141,1,2006,0,appartement,28,2,21.62983867,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands
1056 PC Amsterdam,Orteliusstraat 351 2,52.3732,4.856,589000,112,353,2,1931,0,appartement,43,5,25.67499874,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands
1058 Amsterdam,Saskia van Uijlenburgkade,52.3579,4.851,42500,0,0,1,0,0,parkeergelegenheid,4,1,3.014316146,"Surinameplein, 1058 Amsterdam, Netherlands",Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands
1083 GR Amsterdam,Arent Janszoon Ernststraat 97,52.3302,4.8844,390000,111,320,1,1968,0,appartement,18,3,13.78855054,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands
1057 SC Amsterdam,Hudsonstraat 107 II,52.3677,4.8551,250000,49,170,1,1924,0,appartement,28,2,0.97240263,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands
