original_postalcode,original_street,original_lat,original_lng,original_price,original_area,original_volume,original_floors,original_year_build,original_has_garden,original_type,original_photos,original_rooms,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,state,country,country_code,attribution,attribution_license,attribution_url
1024 XR Amsterdam,Dijkmanshuizenstraat 82,52.39390000,4.95470000,425000,135,410,3,2012,1,woonhuis,26,5,5.346782837843484,"Zandvoortstraat 70, 1024 WE Amsterdam, Netherlands",52.3938521,4.9546931,,70,Zandvoortstraat,1024WE,Noord,Waterlandpleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 GE Amsterdam,Van Eeghenstraat 10 -hs+1,52.35520000,4.87890000,1600000,191,677,3,1896,1,appartement,24,7,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 AB Amsterdam,Hoofdweg 558,52.38020000,4.85240000,325000,85,270,5,2008,0,appartement,24,2,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1016 HM Amsterdam,Prinsengracht 407 -B,52.37090000,4.88160000,310000,38,96,1,1906,0,appartement,25,2,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 AG Amsterdam,Amstel 184 II,52.36300000,4.89240000,599000,88,250,2,1895,0,appartement,24,4,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 NA Amsterdam,Leidsegracht 17 hs+I,52.36300000,4.89240000,1410000,235,663,3,1906,0,appartement,18,4,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 RL Amsterdam,Lijnbaansgracht 267 I,52.36300000,4.89240000,259000,41,136,1,1905,0,appartement,26,2,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 CG Amsterdam,Ten Katestraat 26 A II,52.36680000,4.86810000,279000,54,195,1,1906,0,appartement,15,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 TA Amsterdam,Schimmelstraat 3 C,52.36680000,4.86810000,600000,100,313,2,1900,1,appartement,25,4,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 JX Amsterdam,C.J.K. van Aalststraat 72,52.37330000,4.93910000,575000,170,592,4,2001,0,woonhuis,42,7,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1086 XX Amsterdam,Pedro Nunesstraat 4,52.36280000,4.98190000,525000,137,483,2,2007,1,woonhuis,43,4,0.535708752118495,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",52.3627971,4.9819063,,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1083 GR Amsterdam,Arent Janszoon Ernststraat 97,52.33020000,4.88440000,390000,111,333,1,1960,0,appartement,17,3,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1083 KD Amsterdam,Beysterveld 217,52.33020000,4.88440000,695000,193,576,1,1987,0,appartement,27,4,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1025 ZX Amsterdam,Amerbos 410,52.39900000,4.93610000,29500,0,0,1,0,0,parkeergelegenheid,6,1,12.750199922949465,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",52.3989423,4.9362624,,124,Buikslotermeerplein,1025EX,Noord,Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1068 ER Amsterdam,Osdorpplein 208,52.35920000,4.80520000,289000,92,272,1,1997,0,appartement,26,4,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1066 ML Amsterdam,Bocholtstraat 94,52.34600000,4.81630000,259000,85,261,1,1994,0,appartement,26,4,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1052 DD Amsterdam,De Wittenkade,52.37700000,4.87400000,49500,0,0,1,0,0,parkeergelegenheid,1,1,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 TL Amsterdam,Bestevâerstraat 189 hs,52.38020000,4.85240000,350000,89,285,4,1925,1,appartement,42,4,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1019 HH Amsterdam,Zeeburgerkade 96,52.37330000,4.93910000,375000,85,283,1,1990,0,appartement,20,3,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1106 AN Amsterdam,Ruiseveenpad 102,52.29910000,4.97540000,147500,85,180,4,1984,0,appartement,1,4,2.9495910662578444,"Pannerdenstraat, 1106 BG Amsterdam, Netherlands",52.2991825,4.9753742,Pannerdenstraat,,Pannerdenstraat,1106BG,,Zuidoost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 VX Amsterdam,Joris van Andringastraat 16 -2,52.38020000,4.85240000,440000,83,208,2,1934,1,appartement,21,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1056 BC Amsterdam,Erasmusgracht 29 -1,52.37320000,4.85600000,225000,53,181,1,1934,0,appartement,22,3,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,,228-2,Admiralengracht,1056TK,West,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1061 CC Amsterdam,Ernest Staesstraat 47,52.37360000,4.83950000,470000,159,425,3,1945,1,appartement,9,9,19.250318965195206,"Rinus Michelslaan 14A, 1061 MB Amsterdam, Netherlands",52.373438,4.8394,,14A,Rinus Michelslaan,1061MB,West,Kolenkitbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1096 DS Amsterdam,STATE Amsterdam (Bouwnr. 14),52.33870000,4.91970000,4136,0,0,1,0,0,parkeergelegenheid,1,1,0.9954410102966944,"Amstelvlietstraat 408, 1096 GG Amsterdam, Netherlands",52.3387075,4.919692,,408,Amstelvlietstraat,1096GG,Oost,De Omval,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 GX Amsterdam,Antillenstraat 21 1,52.35790000,4.85100000,314000,60,175,1,1930,0,appartement,15,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
